full_text,sentiment
@Bangzuber @itsmenuy7 @amsyafli @ekowboy2 Diganti aja paslon o1 dgn Paimin (pak anis dan pak muhaimin),netral
@kegblgnunfaedh Anies : sebenernya muhaimin bukan wakil saya,negatif
Ganjar-Mahfud memperhatikan keberlanjutan lingkungan dalam pengembangan sektor perdagangan. @winter_teary Hebat ! Pasti Lebih Baik https://t.co/KCgzIxtB6z,positif
@kikysaputrii Ganjar diluar berani berbicara nilai didebat tadi mutar2 ngga tegas berani menilai atas pertanyaan Anies. Anies mmg sendiri menghadapi mereka. Tapi tetap cool. Mari jujur menilai..,netral
@DarahBiroe @jesicayosi022 @BuayaDaratweet @PartaiSocmed Sudahlah pernyataan @jesicayosi022 yg bilang Anies dipecat karena gak becus kerja GAK TERHUBUNG secara langsung sama sumber yg Anda berikan.,netral
EVALUASI PASCA DEBAT #CAWAPRES &amp; CAPRES SIAPA PEMEMANG #PILPRES? ANIES #GA... https://t.co/RHBknUDdCh via @YouTube,netral
WOI TOLONG MUHAIMIN ISKANDAR TINGGINY BERAPA!?? KAGET BGT,netral
@itsindahg YA EMANG BUKAN KARENA ELU TAPI ELU YANG NYIRAMIN API MENJADI KONFLIK HORIZONTAL YA PANTEEEEKKKKK KRITISI TUH PUJAANMU PRABOWO SUBIANTO INISIATOR POLARISASI DI NEGERI INI. KOK BISA SEWATADOS ITU SIH you have no shame at all just like golongan itu. ,netral
@erickthohir @prabowo @gibran_tweet Semoga lekas sembuh pak,netral
@budimandjatmiko @gibran_tweet Sibuk cebokin nih.,netral
Melalui kebijakan progresif Ganjar-Mahfud akan membuka peluang lebih luas bagi pelaku usaha dalam negeri. @ttvntt_ Juara ! Pasti Lebih Baik https://t.co/UyVla7UakH,positif
@tutu_minoritas @xquitavee @prabowo Maklum si Vee ini takut kelaparan bisa ya berbalik 180 derajat dari menghina menjadi penjilat masih mending @budimandjatmiko dia hanya pindah mendukung walaupun hati nuraninya ngenes.....,netral
Calon Wakil Presiden No 1 Gus Muhaimin ikuti Debat tentang ekonomi baik .ekonomi kerakyatan maupun ekonomi digital kemudian keuangan pajak dan tata kelola APBN-APBD lalu soal investasi perdagangan infrastruktur dan perkotaan #SlepetNomic #AniesMuhaimin2024 #SlepetAjaGus https://t.co/hP2OKGr1Ef,netral
@Hilmi28 Ustad ndak jelas anda ini kemaren pas anies rendahkan prabowo anda dukung Gibran tidak ada merendahkan. Cuman main gimik anda sok2 suci.. Ustad kok fitnah,netral
@republikaonline demi perubahan Indonesia kami memilih Anies Muhaimin,positif
@gondo_nico @mazzini_gsp @prabowo Para Pahlawan terdahulu juga jago Retorika buat bangkit dari penjajah. Kalo Londo Ireng mungkin bakal komplen sih.,netral
@Ndons_Back sebagian besar rakyat ukuran rumahnya sebesar ruang keluarga pak prabowo gimana mau merakyat,netral
Kasian @alamganjar14 baru aja aktif lagi di X langsung disama in sama @gibran_tweet &amp; @kaesangp yg dulu sok asik di Twiitter Emang boleh se bikin trauma netizen kyk gitu keluarga dinasti???,netral
Melalui pemikiran cerdas Ganjar-Mahfud masyarakat percaya bahwa APBN-APBD akan dikelola dengan bijaksana demi kemajuan bangsa. @yujiwmori Top ! Pasti Lebih Baik https://t.co/a2MbKzNKYA,positif
@nurul54758814 @yantiJDT @BolaBolaAja @aniesbaswedan Fakta nya apa ya mas hutang Anies untuk formula e dan Ancol apakah bikin menjadi bermanfaat?,negatif
Rekam jejak tidak pernah bohong Anies selalu dekat dan ramah dengan penyandang disabilitas.. https://t.co/TMLi5MQNLD,netral
Real pak anies malah nyerang duluan ga kayak debat yg pertama. Ganjar kalem2 aja dan fokus ke substansi debat. Yeah yg paslon 02 gtgt aja ,netral
@Melihat_Indo Pak Ganjar emang dari dulu kok orang nya sederhana Gak milih2 tempat mkan,positif
@fadlizon @prabowo @gibran_tweet Kami masyaraka golongan muda tidak sudi kalian menang menghalalkan segala cara untuk berkuasa reformasi bertujuan memberantas KKN dari tingkat pusat bukan tingkat pusat menjadi contoh KKN dan hanya gara-gara hafalan cawapres anda ini semua yg terjadi di maklumi kami tidak lupa,netral
@dsvwaikdjns @info_beragam Keberhasilan program-program yang dicanangkan oleh Pak Prabowo adalah bukti konkrit bahwa pemimpin tersebut mampu mengubah visi dan ide menjadi kenyataan yang bermanfaat.,positif
Mana nih belimbing sayur @gibran_tweet,netral
Saya : Bukan istri Ganjar Pranowo Bukan Anaknya Bukan Saudara Kandungnya Bukan Sepupu Bukan Kader PDIP Hanura Perindo dan PPP. Bukan Juga Punya Kepentingan Pribadi ( Proyek &amp; Jabatan ). Saya Hanya Rakyat Biasa Saya All out Kampanye Untuk #GanjarMahfud Jadi Sebagai Istri https://t.co/E1gcvl2Uh5,netral
Tema debat tercantum dalam Misi ketujuh Anies-Muhaimin yaitu: Memperkuat Sistem Pertahanan dan Keamanan Negara serta Meningkatkan Peran dan Kepemimpinan Indonesia dalam Kancah Politik Global untuk Mewujudkan Kepentingan Nasional dan Perdamaian Dunia. Ini rinciannya https://t.co/skMDgbiIiS,netral
@ch_chotimah2 Kelemahan prabowo dr dulu gampang dibohongi ama pembisiknya yg ABS Makanya keok trus lawan jkw,netral
@Nikmatul_Sg Wah rame banget merah pak Ganjar pak Mahfud layak di menang kan,netral
Kelemahan Pertahanan adalah aib Negara pesawat yg usia pemakaian atau bekas gimana? ngadi sambi berusaha bertahan. Gas mas Anies...Top emang,positif
@KompasTV Mas gibran pemimpin muda yang tampan dan cerdas idola kaum wanita,positif
@kurawa @jokowi Pilihan saya jatuh pada Pak Anies di awal tetapi jika tidak menang pilihan saya akan beralih ke Pak Ganjar saya tidak akan ragu https://t.co/iGRystGspR,positif
@TsamaraDKI Pada enggak bisa menerima kenyataan kalau mas Gibran yg meremehkan di bully dan di hina TERNYATA DALAM DEBAT MAS GIBRAN DILUAR EKPEKTASI DAN MENYAMPAIKAN VISINYA DENGAN BAIK .,netral
Abah Anies udah yang terbaik ,netral
@xquitavee Tinggal di goa ya masak gk tau kehebatan pk anies pimpin jakarta,positif
@bdrkahe118 @gghhjjkk580dr0 @jokowi @prabowo @gibran_tweet @aniesbaswedan @cakimiNOW @ganjarpranowo @mohmahfudmd @ajengcute16__ @P3n99u94t_ @iampw2__ Orang bijak akan memaafkan hal yang berlalu,netral
@kegblgnunfaedh @idextratime Jelas amin lah Anis Muhaimin Sebagai milenial ya yang jelas cerdas bukan yang hanya tegang tanpa gagasan .. ajang debat kok malah ngajak ngopi,positif
@Hasbil_Lbs @prabowo @ganjarpranowo @aniesbaswedan Jadi semakin yakin pendukung nya pak Prabowo cuma 2 orang yg bodoh kebanyakan asam sulfat &amp; orang yg jadiin politik sebagai main2.,netral
@NenkMonica @prabowo @gibran_tweet Emang orang nyumbang qur'an harus bisa baca qur'an neng?,netral
@FaldoMaldini @gibran_tweet Bang kadang kadang suka mikir ga anjir malu gue gitu ga ?,netral
@BgMaldiii @awlidax @idextratime Udah nonton debat yang di tv one kemarin? Muhaimin iskandar juga dia ketua partai PKB mantan menteri &amp; mantan wakil ketua MPR juga,netral
@ekowboy2 Pakai kerudung belakang Pak Anies siapa ya.... waduuh jadi salah fokus... https://t.co/ejNbShXr4S,netral
PRABOWO MESTINYA BERKACA PADA DIRINYA DIA ITU LOSEEEER,netral
@devy_casanofa Orang yg punya hati tulus pasti nalarnya pilih Ganjar-Mahfud,positif
@_riverheaven @erickthohir @prabowo @gibran_tweet lapor doktor illegal banyak yg praktek di sini atas perintah izin mereka sdh di cabut ,netral
@gibran_tweet Mas Gibran jangan maen Twitter banyak bocil baru sama orang2 Facebook pindah ke Twitter ,netral
Food Estate terbukti tidak efektif mari dukung Pak Ganjar-Prof Mahfud untuk menciptakan langkah nyata dalam meningkatkan k3tahanan pangan. Kesejahteraan berkali lipat Indonesia Hebat ! @pitriamijar #GanjarPresidenRakyat #GanjarMahfud2024 #M3nangDebat4 #Coblos3 https://t.co/OYrImu1ils,positif
@ManikMadridista @rizqiooo @BolaBolaAja dukung Prabowo hatrick gagal..,netral
@berlianidris @kikysaputrii @prabowo @gibran_tweet @kikysaputrii bisa tapi nggak berani ,netral
Setelah statement Pak Prabowo soal Gaza di debat ini harusnya @Gerindra malu sama ava semangkanya. Shame on you! https://t.co/eVxy9iANmW,netral
@rektrektrekt123 @Dahnilanzar @jokowi @prabowo @gibran_tweet Jumawa woyyy,netral
@Kimberley_PS08 Di X-Land ajah banyak kok pendukung Prabowo yang sebel sama fitnah mereka ,netral
@kegblgnunfaedh @idextratime Terpaksa ganjar. Anies ga suka (subyektif) prabowo ada kaitannya sama 98 (sorry apapun alasannya 98 tidak termaafkan buatku) jadi mau ga mau ganjar.,negatif
@yusufagro @sonysello @prabowo @aniesbaswedan @AgusYudhoyono @andre_rosiade @BANGSAygSUJUD @Kimberley_2024 @Chavesz08 @G0mb4k @Gerindra @anisabayan1 @_kiranalara @datuakrajoangek Memang pak Anies dipecat Krn apa? Cb sebutkan,netral
@Yurissa_Samosir @AdamVelcro @AdeDhani9 @AkalSehat2024 @aking_adit @chaidar_2000 @Kang_Toniee @NohCeukenohhh @choymarkochoy @mustafaagus007 Yess dan di palembang ada seorang anak kecil yg banting tulang demi adik2nya. Semoga cita2 pendiri bangsa ini bisa diwujudkan oleh pak anies,netral
Summary #debatcapres2024 : - Anies : runut panjang lebar sesuai talent beliau : Dosen - Prabowo : Tentara Ngomong kurang konsepnya action - action - action - Ganjar : Make tangan Anies dan Quote Jokowi buat nyerang 02,netral
Bravo @trisakti08 Bravo Pak @prabowo Bravo Mas @gibran_tweet Salam kemenangan satu putaran @HaposanBatubara Sehat selalu Mas Hasyim https://t.co/B9qVAEGAzv,netral
@kegblgnunfaedh Tetap all in prabowo gibran,positif
Ganjar dan Mahfud membawa harapan baru bahwa setiap anak terlantar memiliki hak untuk tumbuh dan berkembang @Penikma84444115 VisiMisi GanjarMahfud https://t.co/dxHlXBoTjZ,positif
@imanlagi Muhaimin terlalu serius.. Sebenernya bilang aja tahunya SGIE itu Sego Iwak Endog...,netral
@Dani_OOR Itu pertanyaan yg menjebak.. padahal singkatan tdk terekam oleh otak Gibran.. buktikan di jawab dgn membaca SGIE,netral
@selosenama @KompasTV bener ini jadi gampang banget diserang mungkin beda cerita klo wakilnya rk sma muhaimin.,netral
@geloraco Lha terus mau akronim apa AMAN ga nyambung? AMUN ga nyambung juga? Yang paling cocok ya AMIN Anis MuhaimIN gitu aja kok repot,netral
@fadlizon @prabowo @gibran_tweet KOK ANEH ANJIR ANEHHHHHHH.,netral
@dsvwaikdjns @tvOneNews Keberanian Pak Prabowo dalam mengambil langkah-langkah nyata menggambarkan kepemimpinan yang tidak hanya sebatas janji-janji tetapi juga keputusan yang dapat mengubah keadaan.,netral
@Beritasatu @DavidVilla321 Pak Prabowo mah nggak kaleng2 nih ngasih pesawatnya nggak tanggung2 langsung 5,positif
@ferrykoto @gibran_tweet @mohmahfudmd @cakimiNOW menang gung malu tepatnya awokwokwokwokmkmkmkmkmk,netral
@tempodotco Pak Prabowo orang yang sangat lahh keren dan jugaa bisa memimpin Indonesia ini,positif
Ganjar-Mahfud berbicara tentang perlunya membentuk sinergi antara sektor publik dan swasta dalam menjalankan sistem pajak yang efektif. @superzmairo Top ! Sat Set https://t.co/UVuUqEfCkQ,positif
@myhppylittlepil @sosmedkeras Kalau massa rame itu kampanye kalau hasil selingkuh MK nama nya gibran gitu saja kok repot,netral
@Yurissa_Samosir @AdamVelcro @AdeDhani9 @AkalSehat2024 @aking_adit @chaidar_2000 @Kang_Toniee @NohCeukenohhh @mustafaagus007 @choymarkochoy Prabowo gayanya seperti wayang golek.,netral
@mediaindonesia Siapaa sii yang gak ingin dukung pak Prabowo yang gagah ini,positif
@ismail_deaz @tempodotco Penies? Pendukung Anies,netral
@DRmdsh @gibran_tweet Bangga dengan penipu konstitusi? Dimana harga diri Anda ?? Bisa nyapres karena sang Paman..malu aku sebagai generasi muda..,netral
Misi Anies-Muhaimin: Menggalakkan program pengurangan limbah plastik memperhatikan keberlanjutan lingkungan dan mendukung penggunaan alternatif ramah lingkungan. #AMINku01,positif
@REP0RT_ID Pantesan masih banyak yg milih prabowo kualitas masyarakat nya aja begini,netral
Ganjar-Mahfud tidak hanya mengubah wajah politik tetapi juga menciptakan peluang baru bagi pertumbuhan ekonomi melalui sektor investasi. @shellyumm Top ! Sat Set https://t.co/R1LknGpDwB,positif
@tijabar @gendissw SNA MUHAIMIN ISKANDAR Terdapat dua klaster yang terlibat dalam percakapan tentang Muhaimin Iskandar. Klaster paling besar dari kalangan Pro Muhaimin dan Netral. Klaster kedua berpusat pada akun @DPNAminBalad yang mendapat engagement besar dan terpisah dari klaster utama dengan https://t.co/uA8GBprbt1,netral
Ganjar-Mahfud bukan hanya menghapus angka kemiskinan tapi menghapus ketidaksetaraan @NiamNurWafa3 VisiMisi GanjarMahfud https://t.co/0ohwDM0dpE,positif
Ganjar-Mahfud menekankan pentingnya pemberdayaan masyarakat lokal dalam merasakan manfaat langsung dari perkembangan perdagangan. @valhallamour Top ! Pasti Lebih Baik https://t.co/gzHAsMD96g,positif
@jokoanwar Saat Ganjar &amp; Anies kompak serang Prabowo mrk girang. Saat Gibran serang balik Mahfud &amp; Imin mrk tuduh songong dan nir etika. Repot bener hidup ini. Ini yg disebut gak adil sjk dlm pikiran tp berharap diperlakukan adil org lain.,netral
@tvOneNews 90% ALHAMDULILAH SAYA PUAS PADA GUS MUHAIMIN ,netral
Fasilitas layanan jiwa di rumah sakit umum menandakan langkah progresif Ganjar-Mahfud dalam meningkatkan akses terhadap perawatan kesehatan mental @kitadimanaskrg VisiMisi GanjarMahfud https://t.co/mQB0m1rVZ1,positif
@dimas_hsyah @AraituLaki Apa bedanya gibran ngekhianat PDI-P?,netral
@kba_news Kita tau kalau pks di parlemen benar membela yg benar dan menolak kebathilan. pks juga yg menjadi jembatan untuk pak anies selalu berjuang.,netral
@kikysaputrii @prabowo Namun sayangnya itu bkn dr hati tp krn hasil arahan/nasehat dr Tim TKN atau dr sang Paduka Raja. Omong2 saat sesi akhir debat lagi2 pak Prabowo trkesan enggan jabat tangan dg Paslon 01 pura2 sibuk jabat tangan dg Anggota KPU ya sampai2 pak Anies&amp;Muhaimin menunggu,positif
@Dennysiregar7 Anies tidak cerdas masalah kemenhan koq ditanya Etika ? akibatnya diserang balik krn dia sendiri tidak beretika bohongi publik terus. Harusnya yg ditanyakan masalah pertanggungjawaban nya sebagai Kemenhan.,negatif
@Fahrihamzah Owh maksudnya pak Prabowo ditipu Jokowi ya... Hmmmm ya ya.,netral
Ganjar-Mahfud mendorong transformasi ekonomi berbasis nilai tambah membawa perdagangan Indonesia ke tingkat superior. @vionila02 Juara ! Pasti Lebih Baik https://t.co/ZjmSF3EPCm,positif
@bdosbdjs @GwynxAsh @ganjarpranowo @prabowo @gibran_tweet @Gerindra @golkar_id @Official_PAN @asboediono_id @gadisberjilbabb @SinthaS5 Ya emang pasti kalah Ganjar mah ,netral
The reason why aku pengen lanjut studi tuh ya Krn lihat org2 kayak pak Anies dan prof Mahfud yg tinggi ilmu dan gelarnya tapi bagus di EQ,positif
@Timburks2 @Projo_Pusat Setidak saya sudah tahu siapa Prabowo sekarang saya di barisan pak Ganjar saja lebih berani dan tegas,negatif
@rafiqi_28 @txtdrbekasi Dia takut mau sevokal pak Anies kan dia bilang sendiri sambil terbata-bata,netral
Ganjar-Mahfud membuka era baru di mana transparansi dan keadilan menjadi landasan utama dalam dunia investasi. @Sheliavie_ Top ! Pasti Lebih Baik https://t.co/IiGZunzFEE,positif
@Gus_Raharjo Pak Ganjar pemimpin yang berintegritas tinggi dan selalu berupaya untuk kesejahteraan masyarakat,netral
@blontankpoer Tetap gus muhaimin lah..,positif
@M45Broo Karena aku lebih pilih gibran drpd prabowo atau paslon lain,netral
@OposisiCerdas Jelek2kan JIS upaya kriminalisasi formula E kegiatannya tidak mendapatkan dukungan sponsor BUMN dll boikot adalah karena ada elite yang ambisi berkuasa dan takut kehebatan dan kepopuleran Anies bakal jadi batu halangan paling besar.. https://t.co/0oQge8K6wl,netral
Qodari memberi nilai Anies sbg mendikbud 10/100 menunjukkan keberfihakan dan subjektifitas. Sesuatu yg tdk boleh dimiliki surveyor. Jd kelihatan hasil surveynya perlu dipercaya atau tdk.,negatif
@NenkMonica Dari sini aja udah kelihatan aura presidennya.. Insya Alloh Anies Baswedan presiden RI &amp; Muhaimin Iskandar wakil presiden.,positif
A Muhaimin Iskandar DPP PKB #AMINAjaDulu #AniesUnggul #PakaiOtakPakaiHati https://t.co/EhkxEBrdNe,netral
https://t.co/G85nZtgQ3y @ajengcute16__ coba jelaskan ini apakah pak @aniesbaswedan Hoax msalah data lahannya pak prabowo... Yg ngmong @jokowi lhu,netral
@SultanFatahill7 @CoachJustinL Keliatan banget kalo kamu nggak pernah baca riwayat pendidikan dari Mas Anies hingga menjabat jadi Gubernur DKI Jakarta malah Blok ³ . Blok,positif
Pak muhaimin sebelahan pak anies ketok menik2 banged yha ,positif
@don_muzakir_ @prabowo @gibran_tweet emg cuma Pak Prabowo dan mas Gibran yg mau bisa lanjutkan program bagusnya pakdhe Jokowi,positif
@GeiszChalifah Tapi Pak Muhaimin kurang meyakinkan nih tadi.,negatif
Ganjar CFD Gibran Sunmori dan Muhaimin Terima Dukungan #Pemilu2024 #AdadiKompas https://t.co/SEznLGsnA4,netral
@butterfly66613 @falla_adinda Dari 3 orang itu sih yang jelas pernah kerja mimpin daerah anies sma ganjar sih waluapun klo dibilang paling aman masih tetep anies ya. Gmn dong .,positif
Prabowo : Jaman Bung Karno senjata yang digunakan semua bekas Alasannya koq spt ininya era juga beda dulu dan sekarang. Pak Prabowo saja tidak mau yg dulu koq dulu ke satria sekarang gemoy ,netral
@bahagia_permai @Yurissa_Samosir @AdamVelcro @AdeDhani9 @aking_adit @AkalSehat2024 @chaidar_2000 @Kang_Toniee @NohCeukenohhh @mustafaagus007 @choymarkochoy Lah ini cuman kiasan... Anies udah biasa kan pake kiasan begitu??,netral
@GRUNGE_GO @gibran_tweet swallow itu artinya nelan yaa?,netral
Ganjar-Mahfud merancang kebijakan yang memanfaatkan revolusi industri 4.0 untuk menggerakkan sektor perdagangan. @tinss78560111 Juara ! Sat Set https://t.co/H5yfO3RVtN,positif
@WagimanDeep212_ Biarkan 1 dan 2 saling mempermalukan masa lalunya masing-masing. Apapun keadaanya presidennya tetap Ganjar,positif
Bangga banget sama king prabowo,netral
Dengan kepemimpinan Ganjar-Mahfud perdagangan internasional akan dijajaki dengan strategi diplomasi yang cerdas dan proaktif. @WillowHuwuw Hebat ! Sat Set https://t.co/XJFlaCwfwc,positif
@whose_els @kevinpramudya_ Malah jadi negthink jgn2 udh dikasih tau pak Anies byk hal tapi dia ga mau nurut krn PD dg narasinya sendiri ,netral
@ganjarpranowo Pendukung Pak Ganjar garis keras ini patut diapresiasi,netral
@liputan6dotcom Lebih baik dukung Ganjar Pranowo kalo Anies Baswedan kalah. Udah jelas tanpa drama https://t.co/0P2s915CQK,positif
@Yus_197 @Nyi_Maheswari @gibran_tweet Ilmu Padi semakin berisi semakin menunduk Kalau padi berdiri (#songong ) artinya TIDAK ADA ISI NYA . . ,netral
@Chakyyy95 @selaluujian @jason_stone23 @Gerindra Yang paling kelihatan branding Jakarta di era Anies jauh lebih keren dibanding sekarang...dasar buzzer,netral
@Uki23 @mohmahfudmd Coba lihat lagi video nya Gibran Nanya Regulasi Carbon Storage loh Regulasi nya regulasi itu arahnya aturan atau kebijakan jadi betul cara jawab Pak Mahfud karena Samsul nanya Regulasi CS bukan bilang apa itu Carbon Storage jadi Cerdas dong,netral
VISI MISI ANIES LUAR BIASA Jika semua rakyat tahu visi misi AMIN utk kemajuan negara ini mk Anies akan menang 1 putaran dg angka di atas 75%. Visi misinya cakup semua sisi kehidupan. Lawan Anies tdk jelas arahnya. Mrk adlh org2 yg terancam buzzer atau orang2 bayaran saja,positif
Sepakat pada @tempomedia.Skor Anies ppd Debat Capres jauh mengungguli Ganjar &amp; Prabowo...#AMINPalingSiapPimpinRI #AniesMuhaimin2024 cc @tijabar @HMMurah3 @rahmaniarbaftim @B_nin927 @Muslim_AntiPKI9 @4213f3 @pakaipeci @kang___L @DrEvaChaniago @cooking_umi https://t.co/AbdVyEHg26,positif
@Gus_Raharjo Kita pilih pemimpin yang gercep kerja nyata sat set #MahfudLebihBaik Ganjar Mahfud Satset https://t.co/ykieHQqWBj,positif
@tempodotco Pak Prabowo sangat tangguh dalam memimpin indonesia sangat hebat membangun bangsa beliau tidak terkalahkan sejagat raya,positif
@Gerindra prabowo ga punya gagasan zonk semua,netral
@erickthohir @prabowo @gibran_tweet Emang boleh seterang-terangan itu jadi timses Pak Menteri? Giliran umbies aja mau foto pakai pose jari aja gak boleh. Negara wakanda bener2 yeee,netral
Rakyat pasti menang kalau Prabowo-Gibran Menang,positif
@PanjarPranow0w Ya makanya gw curiga ama si Gibran dia punya masalah di otot mukanya kah?,netral
@gibran_tweet Mas Gibran calon wakil presiden yang terbaik kami rakyat Indonesia selalu mendoakan dan mendukung Mas Gibran,positif
@don_muzakir_ @prabowo @gibran_tweet anies itu Teoritis dan sukanya tebar janji manis,netral
Isu Prabowo Penculik Dimulai Wiranto Dibantah Wiranto Waraskah...? https://t.co/6rwAiJXcm4,netral
Anies selalu dapat wakil yg kurang. ,netral
@apasiterserah1 @mauliarisky_ @BANGVELLX @kegblgnunfaedh Lah? Kemaren pas debat capres 2 mah 01 sm 03 bawa data ga ada kerahasiaan juga. Penilaian pun juga masih substansial. Lah? Coba bandingin sm Gibran. Udh kosong menjatuhkan ngenyek dll nggak substansial pula. Asli sih. Sakit bgt pemikirannya klo org kayak Gibran dibela trs.,netral
 Selepet itu seperti sarung yang saya bawa di kalangan santri bisa membangunkan yang tidur menggerakkan yang loyo dan sekaligus mengingatkan yang lalai jelas Cawapres Gus Muhaimin @cakimiNOW #SlepetAjaGus #SlepetNomic #AniesMuhaimin2024 https://t.co/rFFJjwHFgd,netral
@erickthohir @prabowo @gibran_tweet Menemani dalam rangka tugas negara atau mendapat perintah langsung dari Presiden pak? Kalo liat dari debat yg semalem kualitas paslon 2 jauh dibawah bapak loh sebenernya... Gak nyesel pak?,netral
@olpproject @idextratime @margianta @Arie_Kriting @Riweh_Banget @Mdy_Asmara1701 @sczeve @briankhrisna @dayatpiliang @aniesbubble @Brigade01Arwan1 @akunusam @imanlagi @PolJokesID @oddatwlier @zainul_munas @ekowboy2 @yozariam @makmummasjid @legislatweet @fmuchtaar @librising @ainunnajib @Anintemanreza @falla_adinda @emerson_yuntho @CarmaenDei @timesnewrohman @_haye_ @woalsnim @undipmenfess @skipberat @nabiylarisfa @txtdrpemerintah @erasmus70 @andihiyat @jahterra @neohistoria_id @tempodotco @painappururu29 @Fleurseva EMOTION ANALYSIS ANIES BASWEDAN Joy: - Diapresiasi karena sebutkan Kementerian Kebudayaan. - Apresiasi atas opening dari Anies Baswedan. Fear: - Netizen berharap Anies tidak terlalu menyerang Prabowo takut Prabowo emosi. - Anies tidak takut menyinggung segelintir orang https://t.co/drxKBbPSao,netral
@negativisme Samsul slepet Imin dan Pak Mahfud dengan data yang valid. Anies dan Ganjar buli Pak Prabowo dengan data yang salah. ,netral
Statment pak Anies yg bilang klo preventif terhadap kesehatan itu bkn cuma tanggung jawab Dinkes sama Menkes tp lintas sektor jg ikut bertanggung jawab sebagai nakes aku totally agree!,netral
@kumparan 2019 jokowi gabisa ngomong prabowo terlihat menang 2023 prabowo dtabokin ama anies ganjar keliatan jauh bgt mutunya Yang lain bangun jakarta ngaku bangun jateng La prabowo bangun dinasti ,netral
@Mdy_Asmara1701 pilih Anies-Muhaimin biar ga cuma jadi supporter tapi jadi bagian dari perubahan positif. Kerja nyata gagasan cemerlang mereka punya semua https://t.co/MhMoinPd4t,netral
Omon Itu istilah yg dilontarkan oleh @prabowo pd @aniesbaswedan. Kata ' omon ' yg ane tangkap itu orang yg cuma bisa ngomong menasehati orang tapi dia sendiri tidak konsisten dgn nasehatnya sendiri. Seperti orang yg bicara etika pada orang lain tapi dia sendiri tidak beretika.,netral
@Metro_TV Gibran. To the point dan tak mbulet. Diam2 anak ini brani juga tapi tetap santun. ,positif
Coblos nomer satu.... Jangan ragu ragu.... Anies dan Muhaimin... Harapan baru.... #AMINAjaDulu #AMINAjaDulu https://t.co/kanRjFuGeP,positif
PKS dan Anies-Muhaimin adalah sinergi kekuatan untuk membangun negeri yang lebih baik dan inklusif bagi semua lapisan masyarakat. #PKSmenangAMIN PilihPKS CoblosAMIN,positif
@kikysaputrii Soal kata kata Anies Baswedan adalah rajanya. Soal lain ?,netral
@kompascom Gibran sosok pemuda tangguh dan cerdas gak bakal ada yang bisa nandingin,netral
Dia berkelakar sebagai penengah hampir dijilat dan dipuji Paslon satunya eh ternyata malah menusuk dari belakang plot twist PHP tak terduga yang menyebabkan publik berkicau hebat Dan dia malah memposisikan diri sebagai penyerang bersama Pak Anies kepada Pak Prabowo haha,netral
#AMINajaDulu #AniesUnggul #PakaiOtakPakaiHati @aniesbaswedan @cakimiNOW Menjadi tuan rumah dinegeri sendiri dan menjadi tamu mempesona dinegeri orang konsep yang dibuat oleh AMIN Anies -Muhaimin https://t.co/scBHhyoM6m,positif
@Mdy_Asmara1701 Cek ricek aja jejak digital yg aku tau Pak Anies bukan ingin maju sebagai Presiden tapi dia diminta utk jadi Presiden...,netral
@Kayn77159766 @DarahBiroe @jesicayosi022 @BuayaDaratweet @PartaiSocmed Lagi-lagi berdasarkan informasi yang Anda berikan jawaban dari @jesicayosi022 tentang Anies dipecat karena tidak becus bekerja tampaknya TIDAK SESUAI dengan konteks yg Anda disampaikan.,netral
@NoviFajarWibawa @kurawa Dukung Ganjar sekarang dulu Prabowo,netral
Cawapres Paslon 1 Gus Muhaimin Iskandar mengikuti debat Cawapres yang diselenggarakan oleh KPU RI #SlepetAjaGus #SlepetNomic #AniesMuhaimin2024 @cakimiNOW @DPP_PKB https://t.co/7qO3jgjS9K,netral
@GradyNagara @cakimiNOW Woi setan lah kemarin anis sama ganjar nge rendahin prabowo jg. Tp lu ga protes. Kocak dah,netral
@BosPurwa ini jaman ARB alies anies jadi timses kan ? kok ga belajar?,netral
Panas ya di goreng anies ,positif
@dsvwaikdjns @BANGSAygSUJUD @prabowo @gibran_tweet @alextham878 @Lembayung071 @ignasbowo @Minietweets_ @mpoklela7 @bengkeldodo @P4P4B0W0_2024 @Kimberley_2024 @Chaves1305 Dukungan untuk pemimpin seperti Pak Prabowo berasal dari keyakinan bahwa kebijakan-kebijakannya tidak hanya wacana tetapi telah diimplementasikan dengan nyata untuk kepentingan masyarakat.,netral
@zakyarin97 Btw kalo Menteri2 Jokowi yang ane sebut ke Prabowo mas. Itu rerata argumennya main aman bahkan sarat akan jilatan : tegak lurus Jokowi wakakak. Nah ini jeleknya kecuali Muhadjir mungkin karna Muhammadiyah deket ama PAN jadi masuk gitu. Sisanya mah rerata oportunis abis sih,netral
6) Anies-Muhaimin ingin perubahan tapi tetap berada dalam kekuasaan. Bagaimana bisa? Perubahan apa yang hendak dibuat kalau diri sendiri saja sejak awal anti tak mau berubah. Sekadar jualan perubahan untuk mengelabuhi pemilih yang jengkel terhadap Jokowi-Ma'ruf?,netral
Dan karena hanya ada 2 pilihan pada waktu itu medsos di akses nya blm segampang sekarang dan kita dlu mikirnya milih yg sekiranya keburukannya sedikit mungkin. Qadarullah 2 pemilu itu prabowo belum bisa menang dan untungnya keluarga gue bkn tipe yg fanatik sama politisi--,netral
@siregar_elang @mohmahfudmd Loh Kan terserah Presiden mau diganti atau tidak Mentri yg kinerjanya paling bagus cm pak Mahfud MD Kalau diganti ancur itu Kabinet Makin kenceng pak Mahfud MD buka rahasia dapur,netral
