full_text,sentiment,clean_full_text,word_count,text_preprocessed
Pak Ganjar is certified part of Gojo Clan,netral, Pak Ganjar adalah bersertifikat bagian dari Gojo Clan ,8,ganjar sertifikat gojo klan
@beyoubeau @nurhamida2244 @AlvinoLulu @muannas_alaidid Orang dalam? Cek lagi deh klo pencalonan Gibran itu sah jgn cuman liat komenan orang aja,netral,     Orang dalam? Cek lagi deh kalau pencalonan Gibran itu sah jangan hanya lihat komentar orang saja ,16,orang cek deh calon gibran sah lihat komentar orang
@democrazymedia Prabowo Gibran tampan luar biasa bercahaya,positif,  Prabowo Gibran tampan luar biasa bercahaya ,6,prabowo gibran tampan cahaya
@ainunnajib @cakimiNOW @mohmahfudmd @prabowo Kalo pak Anies yg tampil dilibas habis itu jawaban² google ,netral,     Kalo pak Anies yang tampil dilibas habis itu jawaban jawaban google  ,11,anies tampil libas habis google
Ganjar-Mahfud mengusung semangat keberlanjutan dalam setiap langkah pengelolaan anggaran untuk melibatkan generasi mendatang. @youcantimagine7 Hebat ! Pasti Lebih Baik https://t.co/2OcLDac17W,positif, Ganjar-Mahfud mengusung semangat keberlanjutan dalam setiap langkah pengelolaan anggaran untuk melibatkan generasi mendatang.  Hebat ! Pasti Lebih Baik  ,18,ganjar mahfud usung semangat lanjut langkah kelola anggar libat generasi hebat
@fadlizon @prabowo @gibran_tweet LU muter2 monas sono,netral,    LU putar putar monas sana ,5,putar putar monas
@Klasterkarhutla @14ggwp1980 @renandabachtar ah giliran Gibran dibilang ga sopan songong ga punya etika padahal dia menyampaikan dengan santun. tp ini yg jelas kotor dan hina masih dibela ,netral,    ah giliran Gibran dibilang tidak sopan sombong tidak punya etika padahal dia menyampaikan dengan santun. tapi ini yang jelas kotor dan hina masih dibela  ,24,ah gilir gibran bilang sopan sombong etika santun kotor hina bela
@Dani_OOR @Mdy_Asmara1701 Elah ngomong pelanggar etika Anis dan Ganjar rendahin Prabowo di debat lu diam ayem bahagia tiba di rendahin balik langsung ngomong pelanggar etika,netral,   Elah omong pelanggar etika Anis dan Ganjar rendahkan Prabowo di debat kamu diam ayem bahagia tiba di rendahkan balik langsung omong pelanggar etika ,23,alah omong pelanggar etika anies ganjar rendah prabowo debat diam ayem bahagia rendah langsung omong pelanggar etika
@griselruiz88 @jokowi @prabowo @gibran_tweet @akupadi5 @Dennysiregar7 @TaufikDamas Ya udah mana orang2 TKN? Gak ada satupun yang membantah dirty vote,netral,        Ya sudah mana orang orang TKN? Gak ada satupun yang membantah kotor memilih ,13,iya orang orang tkn satu membantah kotor pilih
@siregar_elang @mohmahfudmd Pak mahfud diangkat itu karena ada yg hebat pada diri mahfud utk membantu kerja pemerintahan jokowi kerja utk negara bukan utk perusahaan jokowi sendiri tdk perlu ada balas jasa........,positif,   Pak mahfud diangkat itu karena ada yang hebat pada diri mahfud untuk membantu kerja pemerintahan jokowi kerja untuk negara bukan untuk perusahaan jokowi sendiri tidak perlu ada balas jasa........ ,29,mahfud angkat hebat memahfud bantu kerja perintah jokowi kerja negara usaha jokow balas jasa
Gagasan Anies ndaging banget memang,netral, Gagasan Anies daging sekali  memang ,5,gagas anies daging
@dr_tompi Iya kayak pak rabowo ya berkali2 merendahkan pak anies dan pak ganjar sangat sombong dan sangat pamri kelihatan sifat aslinya yg tdi kata org2 boneka gemoy seketika berubah menjadi boneka chucky,netral,  Iya mirip  pak prabowo ya berkali kali merendahkan pak anies dan pak ganjar sangat sombong dan sangat pamrih kelihatan sifat aslinya yang tadi  kata orang orang  boneka gemoi seketika berubah menjadi boneka chucky ,33,iya prabowo iya kali kali rendah anies ganjar sombong pamrih sifat asli orang orang boneka gemoi ubah boneka chucky
Putaran kedua harusnya diisi Anies-Muhaimin dan Ganjar-Mahfud. Kalau sampai bukan dua ini ya kualitas demokrasi kita ya segitu aja,netral, Putaran kedua harusnya diisi Anies-Muhaimin dan Ganjar-Mahfud. Kalau sampai bukan dua ini ya kualitas demokrasi kita ya sebegitu saja ,19,putar diisi anies muhaimin ganjar mahfud iya kualitas demokrasi iya
@msaid_didu @gibran_tweet Sang moderator kental berpihak kpd Cawapres Gibran. Pose terakhir moderator tampak mengkritik Gus Muhaimin.,netral,   Sang moderator kental berpihak kepada  Cawapres Gibran. Pose terakhir moderator tampak mengkritik Gus Muhaimin. ,14,sang moderator kental pihak cawapres gibran pose moderator kritik gus muhaimin
@SofyanBudi3 @bengkeldodo Mak jleb banget sih pas pak Anies bilang Bapak sudah menjabat Menhan selama 4 -5 tahun harusnya bapak bicara Saya sudah saya sudah bukan Saya akan Saya akan. Mak Jleb banget sih. Kasihan juga Pak Prabowo. Debat ke-3 ini ibarat me review kinerja pak Prabowo. Kasihan,positif,   Mak jleb sekali  sih pas pak Anies bilang Bapak sudah menjabat Menhan selama 4 -5 tahun harusnya bapak bicara Saya sudah saya sudah bukan Saya akan Saya akan. Mak Jleb sekali  sih. Kasihan juga Pak Prabowo. Debat ke-3 ini ibarat saya tinjauan kinerja pak Prabowo. Kasihan ,46,mak jleb sih pas anies bilang jabat menhan bicara mak jleb sih kasihan prabowo debat tinjau kinerja prabowo kasihan
@kumparan Pak Mahfud sebagai cawapres mempunyai prinsip untuk terus menyikat habis korupsi,positif,  Pak Mahfud sebagai cawapres mempunyai prinsip untuk terus menyikat habis korupsi ,11,mahfud cawapres prinsip sikat habis korupsi
@Nikmatul_Sg @ganjarpranowo Semakin percaya buat dukungan Pak Ganjar untuk masa depan yang lebih baik,positif,   Semakin percaya buat dukungan Pak Ganjar untuk masa depan yang lebih baik ,12,percaya dukung ganjar
@PutraErlangga95 Anies Muhaimin Bismillah jadi RI1 &amp; RI2 ️🇮🇩,netral,  Anies Muhaimin Bismillah jadi RI1 &amp; RI2 ️🇮🇩 ,8,anies muhaimin bismillah ri ri
Anies kalo soal ngomong ga ada obeng bisa we jawabna ,netral, Anies kalau soal omong tidak ada obeng bisa we jawabannya  ,10,anies omong obeng we jawab
@tanyakanrl Nder istrinya prabowo yang mana ya Blm pernah lihat,netral,  Nder istrinya prabowo yang mana ya Blm pernah lihat ,9,dar istri prabowo iya lihat
Ganjar-Mahfud ingin menciptakan lingkungan di mana pembayaran pajak tidak hanya dianggap sebagai beban tetapi juga investasi masa depan. @skywalderrr Juara ! Sat Set https://t.co/HH4pWV2Xzk,positif, Ganjar-Mahfud ingin menciptakan lingkungan di mana pembayaran pajak tidak hanya dianggap sebagai beban tetapi juga investasi masa depan.  Juara ! Sat Set  ,22,ganjar mahfud cipta lingkung bayar pajak anggap beban investasi juara sat set
 Ganjar Mahfud Hebat #Coblos3 #3GM #GanjarMahfud2024 #KeluargaToleran chng https://t.co/Cuqp9a9aXe,positif,  Ganjar Mahfud Hebat     chng  ,4,ganjar mahfud hebat chng
@Metro_TV @prabowo Susu dan makan gratis tak ada lagi yg dibicarakan,netral,   Susu dan makan gratis tidak ada lagi yang dibicarakan ,9,susu makan gratis bicara
Kerja keras Ganjar-Mahfud buat masyarakat miskin patut diapresiasi @poormeatballs VisiMisi GanjarMahfud https://t.co/3tDGgJkTW7,netral, Kerja keras Ganjar-Mahfud buat masyarakat miskin patut diapresiasi  VisiMisi GanjarMahfud  ,10,kerja keras ganjar mahfud masyarakat miskin patut apresiasi visi misi ganjar memahfud
Ganjar-Mahfud akan menjalankan pemerintahan yang responsif terhadap dinamika global dalam sektor perdagangan. @virgiawankusuma Hebat ! Pasti Lebih Baik https://t.co/xbvXyrSfai,positif, Ganjar-Mahfud akan menjalankan pemerintahan yang responsif terhadap dinamika global dalam sektor perdagangan.  Hebat ! Pasti Lebih Baik  ,17,ganjar mahfud jalan perintah responsif dinamika global sektor dagang hebat
@DrEvaChaniago @aniesbaswedan Kalau pilih partai pengusung bpk anies sudah pasti dipilih sayangnya caleg2 pendukung kurang sosialisasi kesannya pilih caleg merem ga tau orangnya mana di daerah kami banyak dipasang poster2 caleg tp ga ada caleg yg dtg ke warga sosialisasi program2 bpk anies,netral,   Kalau pilih partai pengusung bapak anies sudah pasti dipilih sayangnya caleg caleg pendukung kurang sosialisasi kesannya pilih caleg merem tidak tahu orangnya mana di daerah kami banyak dipasang poster poster caleg tapi tidak ada caleg yang datang  ke warga sosialisasi program program bapak anies ,44,pilih partai usung anies pilih sayang caleg caleg dukung sosialisasi kesan pilih caleg merem orang daerah pasang poster poster caleg caleg warga sosialisasi program program anies
@odreoctora @anggara2233 @romeogadungan Masih dong ganjar nanya bagaimana gagasan prabowo terhadap penyelesaian dugaan kasus ham yg masih belum selesai anies nanya pandangan dia tentang adanya pelanggaran etik di MK yg lg booming gibran? Nanya ningkatin SGIE ga urgent bgt krn skrg aja dah peringkat 4.,netral,    Masih dong ganjar tanya  bagaimana gagasan prabowo terhadap penyelesaian dugaan kasus ham yang masih belum selesai anies tanya  pandangan dia tentang adanya pelanggaran etik di MK yang lagi sedang berkembang pesat gibran? Nanya tingkatkan SGIE tidak darurat sekali  karena  sekarang saja sudah peringkat 4. ,44,ganjar gagas prabowo penyelesaian duga ham selesai anies pandang pelanggaran etik kembang pesat gibran tingkat sgie darurat peringkat
@habiburokhman @prabowo Bonyok atas bawah bang siapkan obat tidur ya,netral,   Bonyok atas bawah bang siapkan obat tidur ya ,8,bonyok bang siap obat tidur iya
Nonton debat pas sesi prof mahfud serasa kuliah umum,positif, Nonton debat pas sesi profesor mahfud serasa kuliah umum ,9,tonton debat pas sesi profesor mahfud serasa kuliah
@Alie_Fahnoor Perkiraan saya Anies itu arogan tidak terima saran dr timsesnya. Terbukti berkali2 dia sampaikan info yg salah. Ga mungkin segitu banyak timses smeuanya kaish masukan yg salah. Bs jadi ada yg ingatkan tp diabaikan oleh Anies,netral,  Perkiraan saya Anies itu arogan tidak terima saran dari timsesnya. Terbukti berkali kali dia sampaikan info yang salah. Ga mungkin sebegitu banyak timses semuanya kasih masukan yang salah. Bs jadi ada yang ingatkan tapi diabaikan oleh Anies ,37,kira anies arogan terima saran timsesnya bukti kali kali info salah timses kasih pasu salah ingat abai anies
@ekowboy2 Terbaik,netral,  Terbaik ,1,baik
Kebersamaan PKS dan Anies-Muhaimin adalah langkah strategis untuk memajukan potensi bangsa ini ke level yang lebih tinggi. #PKSmenangAMIN PilihPKS CoblosAMIN,positif, Kebersamaan PKS dan Anies-Muhaimin adalah langkah strategis untuk memajukan potensi bangsa ini ke level yang lebih tinggi.  PilihPKS CoblosAMIN ,19,sama pks anies muhaimin langkah strategis maju potensi bangsa level pilih pks coblos amin
@hardye76 Gak butuh debat gak butuh sambat jaga ideologi dengan kuat pilih Ganjar Mahfud demi Indonesia Hebat,netral,  Gak butuh debat tidak butuh sambat jaga ideologi dengan kuat pilih Ganjar Mahfud demi Indonesia Hebat ,16,butuh debat butuh sambat jaga ideologi kuat pilih ganjar mahfud indonesia hebat
@PandamPamungkas @gibran_tweet Pongah sekali gaya anak ini.,netral,   Pongah sekali gaya anak ini. ,5,pongah gaya anak
Muhaimin janji AMIN akan bangun 40 kota seperti Jakarta #AMIN #MuhaiminIskandar #popularitascom https://t.co/K22Mq4K3Qe,netral, Muhaimin janji AMIN akan bangun 40 kota seperti Jakarta     ,9,muhaimin janji amin bangun kota jakarta
@carlitovito180 Semoga anih &amp; muhaimin sehat² selalu. Supaya 2024 dpt menyaksikan Ganjar / Prabowo RI1. Aamiin,positif,  Semoga anies &amp; muhaimin sehat sehat selalu. Supaya 2024 dapat  menyaksikan Ganjar / Prabowo RI1. Aamiin ,16,moga anies muhaimin sehat sehat saksi ganjar prabowo ri amin
@Harrytadi @BangPino__ @prabowo Sy dan keluarga 2x pilih Prabowo tapi untuk tahun 2024 pilih ANIS DAN MUHAIMIN NO 1. Awok awok awok santuy santun ,positif,    Sy dan keluarga 2 kali pilih Prabowo tapi untuk tahun 2024 pilih ANIS DAN MUHAIMIN NO 1. Awok ha awok santai santun  ,22,keluarga kali pilih prabowo pilih anies muhaimin ha awok ha santai santun
Dukungan PKS kepada Anies-Muhaimin adalah bagian dari komitmen mereka untuk kepentingan rakyat dan negara. #PKSmenangAMIN PilihPKS CoblosAMIN,positif, Dukungan PKS kepada Anies-Muhaimin adalah bagian dari komitmen mereka untuk kepentingan rakyat dan negara.  PilihPKS CoblosAMIN ,16,dukung pks anies muhaimin komitmen penting rakyat negara pilih pks coblos amin
Anies-Muhaimin Dapat Suntikan Dukungan dari Kiai dan Ibu Nyai se-Demak https://t.co/w92X6N9zHh,netral, Anies-Muhaimin Dapat Suntikan Dukungan dari Kiai dan Ibu Nyai se-Demak  ,10,anies muhaimin sunti dukung kiai nyai demak
@kompascom @BurhanMuhtadi nitip pertanyaan klo mo survei lagi yak nih.. Apa Prabowo msh gemoy saat menjawab pertanyaan dua capres laen dalam debat? Hasil nya bs jd 88 5% deh Dan 1/2 putaran pun menang ,netral,   titip pertanyaan kalau kamu survei lagi ya nih.. Apa Prabowo masih  gemoi saat menjawab pertanyaan dua capres lain  dalam debat? Hasil nya bisa  jadi 88 5% deh Dan 1/2 putaran pun menang  ,32,titip survei iya ini prabowo gemoi capres debat hasil nya deh putar menang
@adearmando61 Partai ma anggota nya sama2 munafik....hanya bisa menjilat kalau ada kepentingan....elu dah lupa ma 5 alasan menolak prabowo yg elu sampaikan di pilpres 2019....sama2 munafik lah https://t.co/DYcQStkpzg,netral,  Partai sama anggota nya sama sama munafik....hanya bisa menjilat kalau ada kepentingan....elu sudah lupa sama 5 alasan menolak prabowo yang kamu sampaikan di pilpres 2019....sama2 munafik lah  ,27,partai anggota nya munafik jilat penting lupa alas tolak prabowo pilpres munafik
@alextham878 kalo Anies kalah mendingan kita dukung Ganjar aja https://t.co/u33zmXLOAp,netral,  kalau Anies kalah lebih baik kita dukung Ganjar saja  ,9,anies kalah dukung ganjar
Misi Anies-Muhaimin: Mengintegrasikan teknologi dalam pembelajaran mendukung literasi digital di sekolah dan mempersiapkan generasi masa depan dalam era digital. #AMINku01,positif, Misi Anies-Muhaimin: Mengintegrasikan teknologi dalam pembelajaran mendukung literasi digital di sekolah dan mempersiapkan generasi masa depan dalam era digital.  ,19,misi anies muhaimin integrasi teknologi ajar dukung literasi digital sekolah generasi era digital
@tokopeqia Alam ganjar,netral,  Alam ganjar ,2,alam ganjar
bro kalau pemimpin terjun kelapangan langsung gunanya menteri apa? wong jendral aja dia mikir strategi dan perintah ke bawahan kok.. aneh aneh aja jadi menhan berapa kali tuh Prabowo terjun ke lapangan? lapangan menhan dimana?,negatif, saudara kalau pemimpin terjun ke lapangan langsung gunanya menteri apa? orang jenderal saja dia pikir strategi dan perintah ke bawahan kok.. aneh aneh saja jadi menhan berapa kali itu Prabowo terjun ke lapangan? lapangan menhan dimana? ,36,saudara pimpin terjun lapang langsung guna menteri orang jenderal pikir strategi perintah bawah aneh aneh menhan kali prabowo terjun lapang lapang memenh mana
@ajengcute16__ Saya lebih suka pak Anies akan selalu bersama rakyat . Bukan kaya Prabowo janji bersama rakyat tapi gabung ke pemerintah dan melukai pendukungnya . #AMINAjaDulu,positif,  Saya lebih suka pak Anies akan selalu bersama rakyat . Bukan mirip  Prabowo janji bersama rakyat tapi gabung ke pemerintah dan melukai pendukungnya .  ,24,suka anies rakyat prabowo janji rakyat gabung perin luka dukung
@Dennysiregar7 @aniesbaswedan Anies kan sudah bilang kalau itu sudah jadi undang2 jadi ya tetpa dilanjutkan. Tapi Anies tidak akan mempercepat dan bukan prioritas. Yang bisa membatalkan UU ya DPR nanto bukan Anies..Paham ya om buzzer...makanya jangan kebanyakan asam sulfat,positif,   Anies kan sudah bilang kalau itu sudah jadi undang undang jadi ya tetap dilanjutkan. Tapi Anies tidak akan mempercepat dan bukan prioritas. Yang bisa membatalkan UU ya DPR nanto bukan Anies..Paham ya om buzzer...makanya jangan kebanyakan asam sulfat ,38,anies bilang undang undang iya lanjut anies cepat prioritas batal uu iya dpr nanto anies paham iya om buzer kebanyakan asam sulfat
@CNNIndonesia Kami siap tidak pilih @prabowo @gibran_tweet https://t.co/1XbDWf734B,netral,  Kami siap tidak pilih    ,4,pilih
Program Ganjar-Mahfud adalah langkah nyata untuk meningkatkan kesejahteraan masyarakat menciptakan Indonesia Unggul sesuai visi mereka @nilabakarsatu VisiMisi GanjarMahfud https://t.co/MFwUpWUImu,positif, Program Ganjar-Mahfud adalah langkah nyata untuk meningkatkan kesejahteraan masyarakat menciptakan Indonesia Unggul sesuai visi mereka  VisiMisi GanjarMahfud  ,17,program ganjar mahfud langkah nyata tingkat sejahtera masyarakat cipta indonesia unggul sesuai visi visi misi ganjar memahfud
@BaladAMIN @cakimiNOW @DPP_PKB @mantaPKB @YokBilangAMIN GUS MUHAIMIN dan PKB Untuk kesejahteraan rakyat Indonesia ,positif,      GUS MUHAIMIN dan PKB Untuk kesejahteraan rakyat Indonesia  ,8,gus muhaimin pkb sejahtera rakyat indonesia
@aldewatakoe @ILCTalkshow Buzzer anies ikhlas tanpa rupiah ,netral,   Buzzer anies ikhlas tanpa rupiah  ,5,buzer anies ikhlas rupiah
@republikaonline Menurut Republika pula kentut Prabowo Gibran yang terwangi dibandingkan dua Paslon lainnya ,netral,  Menurut Republika pula kentut Prabowo Gibran yang terwangi dibandingkan dua Paslon lainnya  ,12,republika kentut prabowo gibran wangi banding paslon
@PKSejahtera Asli.. terharu.. pesannya sangat dalam,netral,  Asli.. terharu.. pesannya sangat dalam ,5,asli haru pesan
Panas! Gibran Kembali Sindir Muhaimin: Bicara Lingkungan tapi Minum Pakai Botol Plastik https://t.co/L8wi2q3gFw,netral, Panas! Gibran Kembali Sindir Muhaimin: Bicara Lingkungan tapi Minum Pakai Botol Plastik  ,12,panas gibran sindir muhaimin bicara lingkung minum pakai botol plastik
 pak prabowo sedang diangkat derajatnya ,positif,  pak prabowo sedang diangkat derajatnya  ,5,prabowo angkat derajat
@PartBurungGalak Nampaknya Muncul perlawanan dari Prabowo ini tau dia klo pun menang akan segera disingkirkan Ati2 @Dahnilanzar sblm Oktober terjadi sesuatu pd boss mu Partai diambil alih,netral,  Nampaknya Muncul perlawanan dari Prabowo ini tahu dia kalau pun menang akan segera disingkirkan Ati2  sebelum  Oktober terjadi sesuatu pada  bos mu Partai diambil alih ,25,muncul lawan prabowo menang singkir hati hati oktober bos mu partai ambil alih
@ainunnajib @gibran_tweet @jokowi imin dan mpud agak gugup keliatan pucat sebaliknya asam sulfat terlihat siap dan garang. . adakah yg tersandera..... mental breakdown.,netral,    imin dan mpud agak gugup kelihatan  pucat sebaliknya asam sulfat terlihat siap dan garang. . adakah yang tersandera..... mental breakdown. ,20,imin mpud gugup pucat asam sulfat garang ada sandera mental perinci
Budaya Indonesia Kebanggaan bangsa menjadi Go Internasional Amin Anis Muhaimin #AMINajaDulu #AniesUnggul #PakaiOtakPakaiHati @aniesbaswedan @cakimiNOW https://t.co/uKXyQGYBLP,positif, Budaya Indonesia Kebanggaan bangsa menjadi Go Internasional Amin Anis Muhaimin       ,10,budaya indonesia bangga bangsa pergi internasional amin anies muhaimin
@Me_LiverpoolFC @anggara2233 @romeogadungan Jawabannya ada di etika adab. Kalo Muhaimin/Mahfud nanya istilah2 yg cuma mereka yg tau karena sudah mempelajari ya tentu bisa tapi tdk mereka lakukan. Biar masy menilai mana yg beretika mana yg tidak. Sebagian besar netizen jg sudah menilai pertanyaan Gibran tadi Gak banget ,netral,    Jawabannya ada di etika adab. Kalo Muhaimin/Mahfud tanya  istilah istilah yang cuma mereka yang tahu karena sudah mempelajari ya tentu bisa tapi tidak mereka lakukan. Biar masya menilai mana yang beretika mana yang tidak. Sebagian besar netizen juga  sudah menilai pertanyaan Gibran tadi Gak sekali   ,45,jawab etika adab muhaimin mahfud istilah istilah mempelajari iya laku biar masya nilai etika netizen nilai gibran
@Nikmatul_Sg Semangat selalu ya dukung ganjar mahfud terus,netral,  Semangat selalu ya dukung ganjar mahfud terus ,7,semangat iya dukung ganjar mahfud
@sutanmangara @msaid_didu ANIES KEBODOHAN dari Formula E (electric). OFFENSIVE atau OFFENSIF adlh Negara itu sedang dalam keadaan siaga menghadapi--militer dari lawannya https://t.co/Rnn9P9aQiZ,negatif,   ANIES KEBODOHAN dari Formula E (electric). OFFENSIVE atau OFFENSIF adalah  Negara itu sedang dalam keadaan siaga menghadapi--militer dari lawannya  ,19,anies bodoh formula e listrik ofensif ofensif negara siaga hadap militer lawan
Wow prabowo ikut aksi kamisan,netral, Wow prabowo ikut aksi kamisan ,5,wow prabowo aksi kamis
Udah di bilang tinggal nunggu waktu aja mereka koalisi Satu jelekin prabowo Satu jelekin jokowi PD bner bakal menang #Era02EraAnakMuda MasGBRAN KamiADADISINI Gibran #DebatCawapres https://t.co/AhzVtKAkHO,netral, Udah di bilang tinggal tunggu waktu saja mereka koalisi Satu menjelekkan prabowo Satu menjelekkan jokowi PD benar  bakal menang  MasGBRAN KamiADADISINI Gibran   ,22,bilang tinggal tunggu koalisi jelek prabowo jelek jokowi menang mas gibran gibr
@VIVAcoid Tim support no 1 tidak akan memilih no 2. Kalau kaalah putaran pertama lebih baik pilih Ganjar https://t.co/jYUHUDgHhW,positif,  Tim dukung tidak 1 tidak akan memilih tidak 2. Kalau kalah putaran pertama lebih baik pilih Ganjar  ,17,tim dukung pilih kalah putar pilih ganjar
@gibran_tweet Tantrum semalam ya mas ..nyari dot,netral,  Tantrum semalam ya mas ..nyari dot ,6,tantrum malam iya mas cari dot
@kurawa Prabowo didebat Capres terakhir terlihat kian letih oleng &amp; kehilangan percaya diri. Lempar handuk alias kalah. Bisa apa lagi cuma minta maaf Sebaliknya Pak Anies semakin meraih dukungan &amp; simpati publik. Harus diakui P Anies cerdas jujur dan Istiqomah menyuarakan perubahan.,positif,  Prabowo didebat Capres terakhir terlihat kian letih oleng &amp; kehilangan percaya diri. Lempar handuk alias kalah. Bisa apa lagi cuma meminta maaf Sebaliknya Pak Anies semakin meraih dukungan &amp; simpati publik. Harus diakui P Anies cerdas jujur dan Istiqomah menyuarakan perubahan. ,41,prabowo debat capres kian letih oleng hilang percaya lempar handuk alias kalah maaf anies raih dukung simpati publik diakui anies cerdas jujur istikamah suara ubah
@Gus_Raharjo #MahfudLebihBaik Ganjar Mahfud Satset deh pokoknya. Insya Allah tingkat pengangguran paling rendah nanti. Bahkan mungkin ga ada.. https://t.co/3ZmlGPjMKY,positif,   Ganjar Mahfud Satset deh pokoknya. Insya Allah tingkat pengangguran paling rendah nanti. Bahkan mungkin tidak ada..  ,16,ganjar mahfud sat set sat set deh pokok insya allah tingkat anggur rendah
Pemahaman Ganjar-Mahfud terhadap dinamika global memberikan keyakinan bahwa mereka mampu menghadapi ketidakpastian ekonomi dengan bijaksana. @pfftthree Juara ! Sat Set https://t.co/EiJuUIhBUt,positif, Pemahaman Ganjar-Mahfud terhadap dinamika global memberikan keyakinan bahwa mereka mampu menghadapi ketidak pastian ekonomi dengan bijaksana.  Juara ! Sat Set  ,20,paham ganjar mahfud dinamika global yakin hadap tidak pasti ekonomi bijaksana juara sat set
Misi Anies-Muhaimin: Mengembangkan program beasiswa untuk mahasiswa berprestasi dari latar belakang ekonomi lemah memastikan akses pendidikan yang adil. #AMINku01,positif, Misi Anies-Muhaimin: Mengembangkan program beasiswa untuk mahasiswa berprestasi dari latar belakang ekonomi lemah memastikan akses pendidikan yang adil.  ,18,misi anies muhaimin embang program beasiswa mahasiswa prestasi latar ekonomi lemah akses pendidikan adil
@ekokuntadhi1 Kaget semalam ada penampilan pak ganjar Mahfud soal jaket Bomber ala TopGun Mungkin disesuaikan dengan tematik debat yakni pertahanan Keren banget #GanjatMahfud2024 #Ganjar MahfudM3nangDebat,netral,  Kaget semalam ada penampilan pak ganjar Mahfud soal jaket Bomber ala TopGun Mungkin disesuaikan dengan tematik debat yakni pertahanan Keren sekali    MahfudM3nangDebat ,22,kaget malam tampil ganjar mahfud jaket bom ala senjata api top sesuai tematik debat tahan keren memahfud menang debat
@detikcom Mas Gibran ini emang ahli senam,netral,  Mas Gibran ini memang ahli senam ,6,mas gibran ahli senam
@SumitroYoel Secara poin yg disampaikan ideas sebenarnya Anies masih jadi yg paling oke. Tetapi cara Ganjar mengefisienkan tempo membuat penguasaan debat ada padanya. Dan poin2 yg disampaikan juga sam bagusnya. Debat malam ini milik Ganjar.,netral,  Secara poin yang disampaikan ide sebenarnya Anies masih jadi yang paling oke. Tetapi cara Ganjar mengefisienkan tempo membuat penguasaan debat ada padanya. Dan poin poin yang disampaikan juga sama bagusnya. Debat malam ini milik Ganjar. ,35,poin ide anies oke ganjar efisien tempo kuasa debat poin poin bagus debat malam milik ganjar
@dwikifernanda2 jujur aja gue juga jadi makin kecewa sama prabowo makin kesini gak bisa kontrol dirinya,netral,  jujur saja saya juga jadi makin kecewa sama prabowo makin kesini tidak bisa kontrol dirinya ,15,jujur kecewa prabowo sini kontrol
Anies Muhaimin merencanakan bagaimana kekuatan Indonesia kekuatan kebudayaan kekuatan kesenian kekuatan ekonomi ikut mewarnai kancah dunia. @cakimiNOW @aniesbaswedan #AMINajaDulu #AniesUnggul #PakaiOtakPakaiHati https://t.co/6LruQt9wR8,positif, Anies Muhaimin merencanakan bagaimana kekuatan Indonesia kekuatan kebudayaan kekuatan kesenian kekuatan ekonomi ikut mewarnai kancah dunia.       ,16,anies muhaimin rencana kuat indonesia kuat budaya kuat seni kuat ekonomi warna kancah dunia
@masmukidii @DrEvaChaniago @mohmahfudmd Dulu saya juga minta prof @mohmahfudmd mundur tapi setelah beliau bilang ada orang yg disusupkan untuk agar anies tak maju jadi capres saya malah berbalik berpikir biarkan prof di dalam untuk menjaga netralitas pemilu...,netral,    Dulu saya juga meminta profesor  mundur tapi setelah beliau bilang ada orang yang disusupkan untuk agar anies tidak maju jadi capres saya malah berbalik berpikir biarkan profesor di dalam untuk menjaga netralitas pemilu... ,33,profesor mundur beliau bilang orang susup anies maju capres balik pikir biar profesor jaga netralitas milu
@ramsezrr @prabowo Dirty vote itu black champaign. Kelihatan sebenarnya siapa yg mau berkuasa dng menghalalkan segala cara.,netral,   Dirty memilih itu hitam champaign. Kelihatan sebenarnya siapa yang mau berkuasa dengan  menghalalkan segala cara. ,15,kotor pilih hitam kampanye kuasa halal
@Dulure_Gibran Mahfud lagi ngomong sama ibu nya sama ibu yang yang mempunyai anak yang suka film bokep..semua pernyataan Mahpud ini selalu saja menunjuk diri nya sendiri ini semua kibat kurang ngaca diri kurang ngaji diri .kasian ko jadi gini yah..,netral,  Mahfud lagi omong sama ibu nya sama ibu yang yang mempunyai anak yang suka film bokep..semua pernyataan Mahpud ini selalu saja menunjuk diri nya sendiri ini semua akibat kurang kaca diri kurang mengaji diri .kasian kok jadi begini yah.. ,39,mahfud omong nya anak suka film bokep nyata memahfud nya akibat kaca aji kasihan iya
Ternyata ini dibalik pelukkan pak anies wkwk,netral, Ternyata ini dibalik pelukkan pak anies ha ,7,balik peluk anies ha
@Hasbil_Lbs @aniesbaswedan @prabowo Terima kasih bung sudah terus mengendorse Mas Anies mas Anies.. semoga jadi amal jariyah,netral,    Terima kasih bung sudah terus mendukung Mas Anies mas Anies.. semoga jadi amal jariyah ,14,terima kasih dukung mas anies mas anies moga amal jariyah
Capres nomor urut 2 Prabowo Subianto tampak memeluk pasangannya Gibran Rakabuming Raka di sela debat yang digelar Jumat (22/12) malam. https://t.co/7UUqWTYTOh,netral, Capres nomor urut 2 Prabowo Subianto tampak memeluk pasangannya Gibran Rakabuming Raka di sela debat yang digelar Jumat (22/12) malam.  ,20,capres nomor urut prabowo subianto peluk pasang gibran rakabuming raka debat gelar jumat malam
@UGM_FESS Katanya masa Tenang ? Gibran masih blusukan dan ikutan pengajian dengan massa besar,netral,  Katanya masa Tenang ? Gibran masih blusukan dan ikutan pengajian dengan massa besar ,13,tenang gibran blusukan ikut aji massa
